split,cell_emb,drug_emb,model,variant,inert_embedding,grouping,metric,value,se,n_seeds_or_folds,n_units,run_dir
loclo_loo,gene_jepa,molformer,lightgbm,full,none,overall,MCC,0.5602482225664966,0.0378656616549904,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__lightgbm
loclo_loo,gene_jepa,molformer,lightgbm,full,none,overall,AUROC,0.8537625313283207,0.0281142367085301,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__lightgbm
loclo_loo,gene_jepa,molformer,mlp,full,none,within_drug,MCC,0.011076013875983849,0.009415128108504587,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__mlp
loclo_loo,gene_jepa,molformer,mlp,full,none,within_drug,AUROC,0.518552320396067,0.009569730054010187,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__mlp
loclo_loo,gene_jepa,molformer,mlp,full,none,within_cell_line,MCC,0.5446211845631913,0.00352159661336697,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__mlp
loclo_loo,gene_jepa,molformer,mlp,full,none,within_cell_line,AUROC,0.8351183514341409,0.006438145135549968,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__mlp
loclo_loo,gene_jepa,molformer,mlp,full,none,overall,MCC,0.5446211845631912,0.0412951649362142,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__mlp
loclo_loo,gene_jepa,molformer,mlp,full,none,overall,AUROC,0.8351183514341409,0.027138514341382,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__mlp
loclo_loo,gene_jepa,molformer,xrfm,full,none,within_drug,MCC,-0.01803186081246124,0.0,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__xrfm
loclo_loo,gene_jepa,molformer,xrfm,full,none,within_drug,AUROC,0.5098216049082368,0.0019479986217808619,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__xrfm
loclo_loo,gene_jepa,molformer,xrfm,full,none,within_cell_line,MCC,0.5545056465076549,0.0,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__xrfm
loclo_loo,gene_jepa,molformer,xrfm,full,none,within_cell_line,AUROC,0.8475647451963241,0.0017762108061076,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__xrfm
loclo_loo,gene_jepa,molformer,xrfm,full,none,overall,MCC,0.5545056465076548,0.0396604964985973,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__xrfm
loclo_loo,gene_jepa,molformer,xrfm,full,none,overall,AUROC,0.8475647451963241,0.0278855368164223,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__xrfm
loclo_loo,gene_jepa,morgan,lightgbm,full,none,within_drug,MCC,-0.019458972119008922,0.0,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__lightgbm
loclo_loo,gene_jepa,morgan,lightgbm,full,none,within_drug,AUROC,0.5570410075178683,0.00029253655683576243,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__lightgbm
loclo_loo,gene_jepa,morgan,lightgbm,full,none,within_cell_line,MCC,0.5563763790130942,0.0,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__lightgbm
loclo_loo,gene_jepa,morgan,lightgbm,full,none,within_cell_line,AUROC,0.853016917293233,0.0005482456140351034,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__lightgbm
loclo_loo,gene_jepa,morgan,lightgbm,full,none,overall,MCC,0.556376379013094,0.0373931654132119,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__lightgbm
loclo_loo,gene_jepa,morgan,lightgbm,full,none,overall,AUROC,0.8530169172932331,0.0280151940189547,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__lightgbm
loclo_loo,gene_jepa,morgan,mlp,full,none,within_drug,MCC,0.0025758299555770237,0.0055952298173946305,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__mlp
loclo_loo,gene_jepa,morgan,mlp,full,none,within_drug,AUROC,0.5202942345585643,0.01722041281432631,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__mlp
loclo_loo,gene_jepa,morgan,mlp,full,none,within_cell_line,MCC,0.5376444343343874,0.0024505672617914183,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__mlp
loclo_loo,gene_jepa,morgan,mlp,full,none,within_cell_line,AUROC,0.8348604149262044,0.00619118414741773,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__mlp
loclo_loo,gene_jepa,morgan,mlp,full,none,overall,MCC,0.5376444343343871,0.0403957439021927,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__mlp
loclo_loo,gene_jepa,morgan,mlp,full,none,overall,AUROC,0.8348604149262046,0.0270176873225943,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__mlp
loclo_loo,gene_jepa,morgan,xrfm,full,none,within_drug,MCC,-0.009301482115341519,0.0,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__xrfm
loclo_loo,gene_jepa,morgan,xrfm,full,none,within_drug,AUROC,0.512206844888956,0.003984387163181156,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__xrfm
loclo_loo,gene_jepa,morgan,xrfm,full,none,within_cell_line,MCC,0.5602482225664968,0.0,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__xrfm
loclo_loo,gene_jepa,morgan,xrfm,full,none,within_cell_line,AUROC,0.8466391673628516,0.0024045055843256555,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__xrfm
loclo_loo,gene_jepa,morgan,xrfm,full,none,overall,MCC,0.5602482225664966,0.0378656616549904,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__xrfm
loclo_loo,gene_jepa,morgan,xrfm,full,none,overall,AUROC,0.8466391673628514,0.028274151593714,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__morgan__xrfm
loclo_loo,gformer_cancer,biomed,lightgbm,full,none,within_drug,MCC,-0.0399298260795792,0.0039971171744994675,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__lightgbm
loclo_loo,gformer_cancer,biomed,lightgbm,full,none,within_drug,AUROC,0.4940461916204743,0.0009423100093031581,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__lightgbm
loclo_loo,gformer_cancer,biomed,lightgbm,full,none,within_cell_line,MCC,0.5194958281286921,0.006418738515455648,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__lightgbm
loclo_loo,gformer_cancer,biomed,lightgbm,full,none,within_cell_line,AUROC,0.8397451963241438,0.0016341286884186518,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__lightgbm
loclo_loo,gformer_cancer,biomed,lightgbm,full,none,overall,MCC,0.5194958281286919,0.043951917308844,38,,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__lightgbm
loclo_loo,gformer_cancer,biomed,lightgbm,full,none,overall,AUROC,0.8397451963241437,0.0284071213462978,38,,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__lightgbm
loclo_loo,gformer_cancer,biomed,mlp,full,none,within_drug,MCC,0.05189529180342121,0.03129079410922898,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__mlp
loclo_loo,gformer_cancer,biomed,mlp,full,none,within_drug,AUROC,0.4997502001694003,0.021850423668218582,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__mlp
